,0,1,2,3,4,5,,,,,,
7840,이 점 빼고는 가격 대비 만족도 최고에요!,문 빼고는 모든게 가격대비 완벽한 숙소에요.,2.7,0.673555791,-180.531662,-8.221828461,,,,,,
7841,"집과 방, 화장실 모두 사진과 같구요.","방이랑 주방, 화장실은 사진과 똑같아요.",3.8,0.886232316,-110.4368591,-5.039365292,,,,,,
7842,또한 방이 엄청 깔끔하고 구석구석 호스트분이 많이 신경쓴 티가납니다.,거실 침실 화장실 다 엄청 깔끔하고 호스트가 너무 친절해요.,3,0.799513817,-151.9631042,-6.838708878,,,,,,
7843,방안에 있던 200년이 넘는 의자가 루이 16세와 얽힌 슬픈 사연도 들었다.,200년 이상의 의자 또한 루이 16세에 대한 슬픈 이야기를 들었습니다.,3.8,0.826721191,-140.9396973,-6.34734726,,,,,,
7844,숙소에 비치된 지도로 근처 찾아다니기도 괜찮았어요.,근처에 호피거리에서 맥주한잔 하기도 좋았어요!,0,0.476506472,-240.2996521,-10.88217163,,,,,,
7845,좋은 숙소 덕분에 더 좋은 여행이 되었던 것 같아요.,숙소를 잘 잡아줘서 더 좋은 여행이 된 것 같아요.,4.3,0.921741426,-90.75645447,-4.079449654,,,,,,
7846,시설면에서는 여태껏 이용했던 에어비앤비 중에 최고였습니다.,아 여태 이용했던 에어비앤비중에 최고였어요.,3,0.925743699,-92.56134033,-4.204042435,,,,,,
7847,개별 금융회사 가계대출 프리워크아웃 특례 대상은 코로나19 사태 이후 소득이 줄어 가계대출 연체(우려)가 있는 개인 채무자다.,개별 금융회사의 가계대출 사전작업 특별대상은 코로나19 사태 이후 소득감소로 가계대출이 연체(걱정)된 개인 채무자입니다.,3.9,0.903054178,-112.3166656,-5.127552032,,,,,,
7848,너는 여름에 제습기랑 에어컨 중에 주로 뭘 사용하는 편이야?,"에어컨을 켤까요, 제습기를 켤까요? 그쪽은 어떤게 더 좋으세요?",2.6,0.86653775,-128.658432,-5.787314892,,,,,,
7849,"계단으로 이동이 필요없는 1층이란것도 유럽 숙소에서는 굉장히 큰 장점이겠고요,",계단을 옮길 필요가 없는 1층은 유럽식 숙박시설에서 큰 장점입니다.,4,0.882467806,-115.7316437,-5.1960392,,,,,,
7850,저는 어릴때부터 파리를 방문하는 게 꿈이었어요.,파리를 충분히 즐길수 있는 멋진 공간이였어요.,1.3,0.596229076,-209.6036987,-9.540162086,,,,,,
7851,저녁에 늦게까지 돌아다니지 말고 약속은 하나만 잡아라.,저녁에 여러명을 만나며 다니기 보다는 약속은 하나만 잡으셨으면 합니다.,3.1,0.799752831,-146.6691437,-6.666646004,,,,,,
7852,언제 해외출장 때문에 출국 하는데?,전화도 안하고 늦지 말고 미리 그 이유를 연락해주면 좋겠어.,0,0.384550095,-262.108429,-11.98940277,,,,,,
7853,메일함 비우기는 금지되어 있어,지난 일주일 동안 거래 업체에 메일을 몇통이나 보냈지?,0.6,0.451276064,-244.8236694,-10.97836304,,,,,,
7854,운동을 잘 하고 싶으면 운동 스케줄 미루지 마.,이번 주 업체가 일정으로 잡았던 시간이 언제인가요?,0.1,0.468345642,-234.3838806,-10.61154366,,,,,,
7855,특히 ‘한국어 말뭉치(빅데이터)’도 지속 구축해 인공지능 활용 등을 촉진한다.,영상콘텐츠 제작비 세액공제도 확대해 창작을 촉진한다.,0.2,0.176512241,-333.7371521,-15.01945972,,,,,,
7856,공지 메일은 읽음 표시가 되지 않도록 해줘,공지 메일은 읽음 처리 하지마,4.2,0.746901512,-161.9973907,-7.473430157,,,,,,
7857,크레디트스위스도 아시아 국가 중 내년에 주당순이익(당기 순 이익을 주식수로 나눈 값)의?43% 성장이 기대되는 한국을 최선호 국가로 꼽았다.,전국 6개 지역에 운영 중인 보훈요양원도 올해 11월 강원권 요양원을 시작으로 내년 전북권에 개원을 목표로 건립 진행 중이다.,0,0.21270287,-299.6785278,-13.55182743,,,,,,
7858,다만 에펠탑과는 거리가 있기 때문에 여기에서만 숙박을 하는 건 비추천이에요.,주요 관광지는 중앙역 근처에 있기때문에 교통수단을 이용하셔야 해요.,0,0.472705007,-240.3240967,-10.96929264,,,,,,
7859,"이와함께 코로나19로 촬영·제작이 중단된 한국영화 20여편에 제작지원금을 지원하고, 영화업계 관계자 4000여명의 직업훈련수당도 지급한다.","또한, 그것은 코로나19와 함께 촬영과 제작이 중단된 20개 이상의 한국 영화에 대한 지원을 제공할 것이며, 4,000명의 영화산업 관계자들에게 직업 훈련 수당도 지급할 것입니다.",4.2,0.886799097,-114.4365234,-5.286396027,,,,,,
7860,외출금지야. 폭풍칠 때는.,폭풍칠 때는 외출하지 말라고.,3.9,0.866582811,-120.4960632,-5.427592754,,,,,,
7861,바이오산업의 경쟁력은 ‘사람과 아이디어’에 의해 결정됩니다.,‘국민취업지원제도’의 도입은 그동안 ‘복지 사각지대’에 있던 노동빈곤층을 위한 안전망을 구축한다는 데 의미가 있다.,0,0.218455613,-296.0873413,-13.27946472,,,,,,
7862,가스렌지와 인덕션 중에서 선생님이 요리하기 편한건 뭔가요?,요리하기에 편한게 가스렌지와 인덕션 중에 뭐라고 생각하세요?,3.3,0.960539103,-70.28265381,-3.186686993,,,,,,
7863,14일 현재 1084개 기업이 참여를 신청했고 이중 제조사는 700여개사에 이른다.,재택근무 인프라 구축 비용 지원은 사업참여신청서를 제출한 이후에 설치하는 프로그램 및 시설 등에 한하여 인정된다.,0.2,0.39866966,-267.447998,-11.89596176,,,,,,
7864,역사상 규모가 제일 큰 태풍은 무엇인가요?,더위와 추위 중 싫어하는 것을 선택해 주십시오.,0,0.336704731,-273.1026306,-12.52449322,,,,,,
7865,접속 가능한 네이트나 네이버 계정이 하나 있으실까요?,트립닷컴은 예약하고 난 뒤 어떤 내용의 메일을 보내나요?,0.1,0.264119744,-296.552948,-13.25361347,,,,,,
7866,이는 지난해 조성액인 1968억 원 대비 16.9% 증가한 규모고 2006년도 ‘문화산업 펀드’를 운용한 이래 가장 큰 규모다.,이것은 작년의 68억 원에서 16.9 퍼센트 증가한 것이며 문화 산업 기금을 운용한 2006년 이후 가장 큰 규모입니다.,2.7,0.832808316,-136.0885925,-6.094301701,,,,,,
7867,"생각한것보다, 위치 접근성 청결성 의사소통 체크인 등 모든것이 좋았다.","생각보다 위치 접근, 청결함, 통신, 체크인 등 모든 것이 더 좋았습니다.",4,0.939011335,-81.69757843,-3.72929287,,,,,,
7868,두오모 지붕이 보일 정도로 위치도 매우 좋았습니다.,바티칸까지 도보로 5분이내로 위치가 참 좋았습니다.,1.2,0.521370232,-223.7219543,-10.20137501,,,,,,
7869,"번화가의 비용이 부담스럽다면, 여기서 머무르는 것을 추천드립니다.",도심지 비용이 부담스럽다면 이곳에 머무르기를 권합니다.,3.9,0.862393439,-121.8782196,-5.554738522,,,,,,
7870,올해 도입하는 모바일 공무원증은 온라인과 오프라인에서 모두 사용이 가능한 통합형 신분증이다.,아울러 모바일 공무원증은 디지털 신분증 형태로 구현되기 때문에 온라인 상에서도 사용이 가능하다.,2.6,0.911669552,-104.5731201,-4.724907875,,,,,,
7871,중국에서 어떤 방법을 통해 지메일을 사용할 수 있나요?,어떤 방법으로 중국에서 지메일을 사용할 수 있나요?,4.6,0.989990234,-34.58568573,-1.573777676,,,,,,
7872,위치가 변두리라 차를 렌트하신분들이 지내기 좋아요.,위치가 편리하며 가족이 지내기에 좋은 아파트입니다.,1.6,0.600786567,-208.7941895,-9.364048004,,,,,,
7873,예상대로 많은분들이 추천한 이유가 있었어요!,"역시, 많은 사람들이 그것을 추천한 이유가 있었습니다!",4,0.813432932,-133.7695313,-5.961221695,,,,,,
7874,지메일 비밀번호는 추측하기 쉬운 것으로 설정하지 마세요. 가능한 어려운 것으로 설정하세요.,국내 학회랑 해외학회 중에 어디 메일이 더 많아?,0,0.256811738,-284.2081604,-12.92124939,,,,,,
7875,베를린 시내로 이동하기도 편리했습니다.,베를린 시내로 이동하는 것도 편리했습니다.,4.9,0.984438121,-40.11677551,-1.811315298,,,,,,
7876,주인 아저씨와 아주머니가 매우 친절하시다.,주인 할아버지가 굉장히 친절하시고 세심하세요.,2.3,0.845439851,-126.0217285,-5.754214287,,,,,,
7877,다만  침대가 삐그덕삐그덕 소리가 엄청나요,다만 거리에서 인접해서 잘때  소리가 시끄러움,1.2,0.520213962,-236.753418,-10.83298111,,,,,,
7878,이와 함께 민관 공동으로 ‘항공기 공적보증’을 신설해 항공기 구입시 차입금리 또는 운용리스시보증금 등 리스 조건을 개선하는 방안을 추진한다.,‘선결제·선구매 등을 통한 내수 보완 방안’정부가 마스크 등에 대한 긴급수급 조정조치를 발동해 마스크·손소독제 제품출하 및 판매시 의무신고하는 방안을 추진한다.,0.4,0.28923595,-311.1461792,-13.9323473,,,,,,
7879,아울러 한국해양진흥공사의 기존 매입 후 재대선(SLB) 선박 전체에 대해1년간 원리금 납부를 유예한다.,"수능이 안정적으로 출제·시행될 수 있도록 2차례(6월, 9월) 모의평가를 실시, 수험생들에게 적응할 수 있는 기회를 제공한다.",0,0.225503802,-314.6637573,-14.24036121,,,,,,
7880,"기존 라돈 노출 취약가구를 대상으로 진행하던 라돈 농도 무료측정과 저감 진단을 강화하고, 임대 공동주택 거주가구 대상으로 환기설비 유지·관리를 지원한다.",라돈에 노출된 취약 가구를 대상으로 실시한 라돈 농도의 무료 측정 및 저감 진단을 강화하고 임대아파트 거주 가구의 환기시설 유지 및 관리를 지원합니다.,4.1,0.955401659,-75.89634705,-3.452831745,,,,,,
7881,호스트의 세심한 배려와 빠른 피드백 덕분에 편안한 여행을 할 수 있었습니다.,진행자의 세심한 배려와 빠른 피드백 덕분에 우리는 편안하게 여행할 수 있었습니다.,4.4,0.796914935,-149.6202087,-6.816230774,,,,,,
7882,하물며 이 곳 앞의 가게 주인들도 친절했어요,집이 너무 이쁘고 집 주인도 친절하십니다.,1.3,0.571922064,-209.4850464,-9.500971794,,,,,,
7883,"이는 문체부 출범 이래 최초로 6조 원을 돌파한 역대 최대 수준이며, 이 중 실감형 콘텐츠 산업 육성을 위한 예산은 올해 예산 261억 원 대비 870억 원 증액된 규모다.","'21년 통합 공공임대주택 선도단지로 6곳 약 4천호를 추진할 계획이며, 이 중 전용 60~85㎡의 중형주택은 약 1천호를 공급",0,0.349740386,-277.0116577,-12.5503931,,,,,,
7884,군대에서 메일이랑 손편지 중 뭐가 더 편하지?,군대에서 메일 쓰기랑 손편지 중 뭐가 더 쉽나요?,4.1,0.907330632,-101.6111908,-4.627520561,,,,,,
7885,아웃룩 최신 버젼을 통해 소개된 새 기능을 알려줄 수 있어?,아웃룩 최신 버젼에 추가된 새 기능에 대해 설명해줄 수 있니?,4,0.915799439,-97.55552673,-4.408813,,,,,,
7886,호스트가 살고 있는 집의 분리된 방 한개를 이용하는 형태입니다.,그것은 주인이 사는 집의 별도 방을 사용합니다.,2.8,0.801524818,-157.2845612,-7.034803391,,,,,,
7887,바람세기는 내일 오후에 어때?,내일 오후 바람세기는?,4.1,0.897502184,-105.6039581,-4.729586601,,,,,,
7888,"결코 우연이 아니고, 운이 좋았던 것도 아닙니다.",백신에 대한 기대감이 오히려 방역에는 독이 되고 있는 것입니다.,0,0.345422745,-246.5401611,-10.96173859,,,,,,
7889,"내년도 과기부 기초연구사업의 추진방향을 보면, 먼저 규모 신규과제 사전공지를 통한 연구현장의 예측가능성을 높인다.",과기부는 과학기술 분야의 융복합 추세에 따라 연구자의 집단 기초연구의 지원을 지속적으로 확대한다.,1.2,0.672351718,-194.7484741,-8.871937752,,,,,,
7890,햇볕이 강한 정오에는 잊지 말고 선글라스를 착용하세요.,규모는 허리케인과 토네이도 중 어느 것이 더 큰가요?,0,0.237036228,-300.1101074,-13.30610466,,,,,,
7891,"인바운드 수요 유치를 위해 인천공항에 머무르던 환승 수요 관광객을 대상으로 1일(공항인근), 2일(수도권), 3일(지방) 등 권역별 상품을 개발한다.","AI 핵심기술인 차세대 지능형 반도체 분야 기술개발에 본격 착수하고, 신개념 AI반도체(PIM), 딥러닝 고도화 등 차세대 인공지능 분야 연구개발을 추진한다.",0,0.208186388,-320.427063,-14.58661842,,,,,,
7892,이 후기는 한국어와 빈약한 영어로 작성되었습니다.,위치는 기차역과 관광지와 적당한 거리에 있었습니다.,0,0.390888214,-247.7607117,-11.27346039,,,,,,
7893,유럽에서 지낸 중 가장 넓은 집이었어요.,어느호텔보다 좋은 대우를 받은 느낌이었어요.,0.3,0.544639111,-225.0969086,-10.14754772,,,,,,
7894,"공공서비스는 고1 무상교육 조기 시행(서울, 부산, 울산 등)에도 불구, 기저효과 축소로 하락폭이 감소(-1.8→-1.4%)했다.","3월 중 중국의 생산 회복에도 불구, 1분기 주요 항로 물동량은 감소(미주 △11.1%, 구주 △4.8%)했다.",0,0.451977134,-243.0800171,-10.98679543,,,,,,
7895,공항이용 여객수가 전년 동월 대비 60% 수준에 도달할 때까지다.,이번에 위촉된 남 준비단장은 고위공직자범죄수사처가 출범할 때까지 준비단의 사무를 총괄할 예정이다.,0,0.270513296,-293.9803772,-13.34694672,,,,,,
7896,장기로 묶는 분들에게는 더할 나위 없이 좋습니다.,이것은 장기로 묶는 사람들에게 완벽합니다.,3.6,0.724728286,-172.8216248,-7.806609631,,,,,,
7897,걸어서 스카이트리와 아사쿠사를 갈 수 있을만한 거리입니다.,스카이 트리와 아사쿠사까지는 걸어서 갈 수 있는 거리입니다.,4.6,0.931705892,-86.72949219,-3.966617107,,,,,,
7898,더불어 민간부문은 개정 파견지침 현장안착과 기간제·사내하도급 가이드라인 개정 등 비정규직 활용의 공정한 질서를 마련한다.,"또한, 민간부문에서는 개정된 파견지침의 현장정리, 기간제 및 사내하도급 지침의 개정 등 비정규직의 사용에 대한 공정한 질서를 마련하게 됩니다.",3.8,0.936678052,-88.46617126,-4.038226128,,,,,,
7899,"확진자도 폐렴은 없는데, 본 질병의 공식 용어는 무엇인가요?",'21년 상반기 서울 공급물량은 얼마 안 되는데? 당장의 전세시장 안정에는 효과가 없는 것 아닌지?,0,0.217602432,-315.536438,-14.22710228,,,,,,
7900,"게스트하우스인만큼 방음이나 청결도, 편안함은 많이 떨어지지만 숙소의 위치가 이동하기에 아주 편리해요!",그래도 이 숙소의 최대 장점은 위치가 정말 좋아요!,1.1,0.735294342,-166.1546173,-7.457374096,,,,,,
7901,대학생들이나 젊은 여행자들에게는 만족스러운 숙소라고 봅니다.,많은 분들이 이용했으면 하는 바램입니다!,0,0.421351314,-241.5884399,-11.04877663,,,,,,
7902,그리구 바루 앞에소 건물 공사해서 시끄러움. 가격대비 그닥 비추,다만 앞건물 공사로 아침에 좀 시끄럽습니다.,2.6,0.670208931,-190.5601959,-8.513680458,,,,,,
7903,둘이 사용하기에는 적당한 숙소로 3명까지도 적당할듯하나 4명까지는 잘 모르겠습니다.,"두 사람이 사용하기에 3명까지 적당할 것 같은데, 4명까지는 모르겠어요.",4,0.841213107,-127.6857605,-5.803089142,,,,,,
7904,다른 일정처럼 까먹지 말고 운동 스케쥴은 꼭 지켜야 한다.,운동 스케쥴을 마음대로 바꾸지말고 꼭 지켜줘.,3.4,0.632920384,-205.286499,-9.238969803,,,,,,
7905,위치도 여러 관광지랑 접근성도 좋아요.,위치와 접근성도 좋습니다.,3.1,0.836862206,-126.1477356,-5.730247974,,,,,,
7906,민감한 내용이 전체 메일에 담기지 않도록 조심해,전체 메일엔 민감한 내용이 없어야해,3.4,0.819662988,-135.24823,-6.256237507,,,,,,
7907,잘때말고 독서할때는 간접조명을 쓰는게 어떠니?,백열등보단 간접 조명을 켜두고 독서를 하는게 좋을 것 같아,3,0.788934529,-156.3524323,-7.104156494,,,,,,
7908,우산 챙겨가. 비옷 대신에.,내일 새벽 안개 걷히는 시간 알려줘.,0,0.501896024,-233.4835815,-10.73980618,,,,,,
7909,도메인 중 학교 메일로 부터 거부당한 도메인은?,학교 성적표를 받을 땐 등기로 받으면 안돼,0.2,0.369270444,-267.5360413,-12.12388325,,,,,,
7910,아무쪼록 가시는 분들 즐겁게 여행하세요,"가실 거면, 즐거운 여행 되세요.",2.3,0.852933347,-121.4773483,-5.570590973,,,,,,
7911,"커피가 맛있는 카페와 견과류 집, 크로와상이 유명한 빵집도 모두 집에서 코 앞에 있어요.","맛있는 커피가 있는 카페, 견과류 가게, 그리고 유명한 크루아상들이 있는 빵집들이 그들의 집 앞에 모두 있습니다.",4,0.929235816,-90.86775208,-4.136449337,,,,,,
7912,노을질때쯤 옥상에서 마신 와인도 완벽했어요.,해질녘에 옥상에서 마신 와인은 완벽했습니다.,4.7,0.90942663,-100.7499847,-4.600950718,,,,,,
7913,호스트와 연락은 연락처 받아서 하세요.,호스트에게 연락하여 연락하십시오.,3,0.865049481,-118.0822067,-5.326559067,,,,,,
7914,한국인 후기 작성이 없어서 제가 제일 처음으로 남깁니다!,저는 한국어 후기가 없어서 처음으로 후기를 남겼어요!,4,0.846407652,-129.3478088,-5.886443138,,,,,,
7915,추석 올해 며칠부터 며칠까지인지 날짜 알아?,올해 추석 연휴 날짜가 며칠부터 며칠까지에요?,3.7,0.897272348,-112.3550491,-5.065788269,,,,,,
7916,그리고 숙소가 쇼핑몰과 바로 통해서 지하에서 까르푸 이용 가능합니다.,지하철역과도 가까워 도보로 이용가능합니다.,1,0.529094696,-226.9681549,-10.36716938,,,,,,
7917,거실 말고 안방 청소를 로봇청소기 써서하려면 어떻게 하는 지 좀 말해봐,로봇청소기랑 진공청소기 중에 너가 가지고 싶은 청소기는 뭐야?,1,0.774234295,-165.8278046,-7.54176712,,,,,,
7918,그 이외의 것들은 우리에게 편안함을 주었어요,다른 모든 것이 우리에게 위안을 주었어요.,3.1,0.615739524,-196.3508148,-8.922229767,,,,,,
7919,다음 달의 여행이 며칠인지 여쭙습니다.,며칠에 다음 달 여행을 계획하셨나요?,3.3,0.773615122,-155.8907166,-6.955298901,,,,,,
7920,"호스트가 제공하는 무료 캡슐커피와 요거트,빵 등은 조식을 대신하기 좋았습니다.",정성들인 커피와 싱싱한 과일들은 간단히 아침을 해결하기에 매우 좋습니다.,1.3,0.777383685,-164.0916748,-7.459983826,,,,,,
7921,ABTC는 APEC 기업인 여행카드로 APEC 회원국 중 ABTC 가입 19개국 방문시 별도의 입국사증 없이 출입국이 가능하다.,3단계에서는 1인 영상 예배만 가능하다.,0,0.1771667,-315.5426636,-14.37923431,,,,,,
7922,숙소는 아기자기하고 인테리어또한 깔끔하였습니다.,아기자기하고 예쁜 정말 소설책에 나올 것 같은 그런 숙소였습니다.,2.8,0.704681039,-175.1091614,-7.794548035,,,,,,
7923,"무엇보다 호스트 부부가 친절하시고, 집 인테리어와 직접 만드신 그릇들 모두 다 예쁩니다.",마치 제 집같은 편안함! 그리고 이 집의 포인트는 친절하시고 귀여운 두분의 호스트와 애교쟁이 고양이에요,1.2,0.625395894,-202.7408142,-9.189299583,,,,,,
7924,위치도 좋고 호스트님이 정말 친절하세요.,위치도 좋고 호스트도 친절해요.,4.2,0.945730329,-73.00502777,-3.365050793,,,,,,
7925,기상용말고 취침용으로 클래식 곡 어때?,일어날때 말고 잘때 클래식 곡 듣는건 어때?,3.8,0.839453876,-136.362793,-6.213608742,,,,,,
7926,관세청에 납세자보호관 및 납세자보호위원회를 설치하고 납세자 권리보호를 위한 제도를 신설한다.,"특히 제주도 내의 실내관광지에는 발열체크기와 체온계를 비치하고, 마스크 미착용자의 관람을 제한한다.",0,0.251224279,-311.3725586,-14.02518845,,,,,,
7927,체크인 할 때에는 데스크로 가시면 됩니다.,체크아웃 할 때는 수제 비누까지 선물로 받았네요.,0.5,0.51578474,-227.1445313,-10.44293976,,,,,,
7928,여행 중 지진과 태풍을 겪었음에도 대만여행에 대한 만족도가 높았습니다.,하지만 가성비 대비 만족도는 높았습니다.,0.2,0.418686569,-244.65271,-11.01669025,,,,,,
7929,두 가족 8명이 생활하기 정말 좋은 집이었습니다.,그것은 두 가족과 여덟 명의 사람들에게 훌륭한 집이었습니다.,3,0.791131377,-147.0884552,-6.75185442,,,,,,
7930,예정된 스케쥴이 모레 몇 시에 잡혀있는지요?,엄마 일정이 며칠에 비는지 알려줄 수 있나요?,0.7,0.619648457,-204.5743408,-9.257129669,,,,,,
7931,21대 국회 첫 국정감사가 막바지에 접어들었습니다.,21대 국회의 첫 국정감사가 막바지에 접어들었습니다.,4.9,0.997376204,-16.44112778,-0.736602068,,,,,,
7932,우선 렌트하시지 않는 분들은 이 숙소가 굉장히 불편하실 거예요.,고민하시는 분들 바로 예약 하셔도 후회안하실거에요,0,0.613934398,-196.1610107,-8.869709015,,,,,,
7933,청결이나 기타 편의 사항은 말할것도 없이 완벽했습니다.,청결과 다른 편리함은 말할 것도 없고 완벽했습니다.,4,0.92747575,-82.58621216,-3.707619905,,,,,,
7934,우리 기업의 유턴과 해외 첨단산업의 유치 지원도 작년보다 두 배로 확대하겠습니다.,우리는 유턴을 두 배로 늘리고 첨단 기술 해외 산업 유치를 지원할 것입니다.,3,0.927786529,-90.66885376,-4.159063816,,,,,,
7935,베네치아 여행 계획이라면 추천 합니다.,만약 당신이 베니스로 여행을 계획하고 있다면 추천합니다.,3.4,0.839988589,-127.4862061,-5.811822891,,,,,,
7936,어떤 메일 도메인이 카카오톡 연동을 지원하나요?,카카오톡에 어떤 메일들을 연동할 수 있나요?,3.2,0.865514636,-125.3621216,-5.646728992,,,,,,
7937,약속이 내일 모레 중 언제라고 하셨습니까?,앞으로는 제사 시간에 맞춰 오지 말고 미리 가서 도와주세요.,0,0.464625716,-240.4686279,-10.80755901,,,,,,
7938,숙소에는 항상 햇볕이 따뜻하게 들어옵니다.,숙소는 항상 햇볕이 따듯해요.,3.8,0.926775277,-90.82095337,-4.116337299,,,,,,
7939,하지만 그걸 감안하고서라도 있을만해요.,하지만 고려해 볼 가치가 있습니다.,1.5,0.524204493,-207.8897705,-9.316585541,,,,,,
7940,계단만 자신있으시다면 정말 추천합니다.,"로마에 오래있다면 정말정말 추천해요 ,",1.1,0.41576463,-242.6980743,-11.09746265,,,,,,
7941,너가 생각하기에 목욕물 온도 중 삼십 도와 삼십육 도 중 어느게 나을 것 같아?,"어이 자네, 원하는 목욕물 온도가 삼십도인지 삼십육도인지 말해봐",3.7,0.84855485,-129.4311066,-5.886790752,,,,,,
7942,게임의 최상위 연관어는 ‘동숲(동물의 숲)’으로 코로나19 전 대비 언급량이 2611% 급증했다.,"이 게임의 가장 중요한 관련 단어는 ""동물의 숲""입니다. 이 단어는 코로나 19세 이전에 비해 26%에서 11% 증가했습니다.",2.5,0.729035854,-172.0778503,-7.842514992,,,,,,
7943,냉장고 안에 맛있는 음식들 너무나 고마웠어요,냉장고에는 먹던 음식들이 개봉된 상태로 있었습니다.,1.7,0.76408273,-165.7711334,-7.490237236,,,,,,
7944,호스트가 밤에 들어와서 거의 혼자 사용합니다.,숙주는 밤에 와서 거의 혼자 사용합니다.,4,0.737398028,-176.7607117,-7.967877865,,,,,,
7945,여기 강력추천 다음엔 꼭 같이 술마셔용,다음 번에는 저와 함께 술을 마시기를 권합니다.,2.4,0.726189971,-175.0532227,-7.945588112,,,,,,
7946,지금까지 묵었던 에어비엔비중에 가장 좋은 경험이었습니다.,제가 묵었던 에어비엔비중에 가장 좋았던 집 같습니다.,4.2,0.960716546,-69.93744659,-3.111732006,,,,,,
7947,이번 수도권의 사회적 거리 두기 2단계 격상에 따라 앞으로 다중이용시설에 대한 방역 관리는 강화된다.,"수도권에서의 사회적 거리 두 번째 단계에 이어, 다중 사용 시설에 대한 검역 관리가 강화될 것입니다.",3.8,0.842298687,-145.5314636,-6.575390339,,,,,,
7948,일정이 더 많은 날은 오늘입니까 내일입니까?,내일 일곱시에 맞춰둔 알람 벨소리가 뭐야?,0,0.304475486,-282.8225098,-12.93249798,,,,,,
7949,"기준 소득은 세전 소득으로 3인 이하 가구의 경우 140%는 월 778만원, 160%는 월 889만원이다.","세전 소득으로 3인 이하 가구의 경우 140%는 월 778만원, 160%는 월 889만원이다.",4.1,0.988315165,-37.03470612,-1.652967453,,,,,,
7950,여러가지로 너무나 만족스러운 숙소였어요.,예전에 머물렀던 오션뷰 숙소만큼 만족스러운 숙소였습니다.,1.8,0.807452142,-146.5941315,-6.724492073,,,,,,
7951,물론 단기로 있는 경우는 상관없겠지만요.,어디나 도보로 쉽게 걸어갈 수 있는 탁월한 위치에요.,0,0.224670768,-286.8694763,-12.85103416,,,,,,
7952,전체 11조7000억원에 달하는 이번 추경안은 세출 확대분 8조5000억원에 부족한 세수를 메우기 위한 세입(歲入) 경정분 3조2000억원으로 구성됐다.,이미 올해 1차 추경에 국립바이러스·감염병 연구소 설립과 운영을 위한 기본계획 수립비용 3억원이 반영됐다.,0.1,0.359003782,-278.2997131,-12.7023325,,,,,,
7953,제 인스타그램 비밀번호를 지메일을 통해 받고 싶은데 어떻게 하나요?,보낸 메일함에 오랫동안 메일을 보관하지 마세요.,0.6,0.477431297,-255.6893616,-11.50803089,,,,,,
7954,주차비 10유로와 관광세금 3유로를 추가로 부담해야 합니다.,비치쪽은 일방통행 및 주차가 여유가 없어 도보를 추천합니다.,0.2,0.396290421,-265.5615845,-11.98794746,,,,,,
7955,주변에 편의점과 마트가 많아서 편리합니다.,근처에 편의점과 마트가 많아서 편리해요.,4.7,0.977674842,-47.25254822,-2.176964045,,,,,,
7956,하지만 저렴한 가격에 꽤 넓은 숙소를 이용할 수 있다는것은 굉장히 좋았습니다.,하지만 적당한 가격에 꽤 큰 숙소를 이용할 수 있어서 매우 좋았습니다.,4.3,0.935102105,-84.86766815,-3.859772682,,,,,,
7957,투룸에 욕실두개 위치 좋구  욕실 수압이 진짜 쪼금 아쉬운정도?,하지만 정작 이 룸에 식탁 테이블이 없습니다,0,0.454293132,-258.7738647,-11.44637871,,,,,,
7958,제가 여름에 방문했기에 따로 없었을 수도 있습니다.,여름에 방문했기 때문에 그곳에 가지 않았을 수도 있습니다.,3.3,0.859505773,-122.6779556,-5.585371017,,,,,,
7959,숙소에서 화이트에펠을 두번이나 볼 수 있었답니다!,매일 테라스에서 에펠을 볼수있다는거 너무 좋구요,1.7,0.727299035,-172.3509521,-7.768780708,,,,,,
7960,이번 주말과 다음 주말 중에서 언제가 더 한가하세요?,진짜 노매너니까 약속날짜좀 그만 자주 바꿔.,0,0.349291325,-268.671875,-12.03536129,,,,,,
7961,배화학당을 비롯한 전국·해외 곳곳에서 동시다발적으로기념 만세시위가 열리는 구심 역할을 했습니다.,중국에서는 29일 자정 기준으로 7711명의 환자가 발생했습니다.,0,0.263298512,-267.9150391,-12.30000973,,,,,,
7962,겨울에 난방은 삼십오도 말고 이십오도로 유지하고 그래도 추우면 옷을 더 껴입자,실내 온도가 삼십오도가 아니라 이십오도정도 유지하게끔 난방을 틀자,2.7,0.802184522,-153.02948,-6.924688816,,,,,,
7963,조명이 약간 어두운건 유럽 공통인거같구요.,시끄러운건 동네가 시끄러운 문제인거 같아요.,0,0.521786869,-219.5888519,-10.02329159,,,,,,
7964,도보로 세비야에서 갈 수 있는 명소는 다 갈 수 있습니다.,세비야에서 볼 수 있는 모든 관광지를 걸어서 갈 수 있습니다.,4.1,0.945828795,-78.22203064,-3.511200428,,,,,,
7965,"답장을 잘해주는 사람을 뽑자면 교수님일까, 조교님일까?",윈도우 아웃룩은 용량이 얼마나 되나요?,0,0.18377769,-301.3377686,-13.5598259,,,,,,
7966,방이 다른 호스텔 4인실보다는 조금 작은 느낌인데요,방 크기는 케리어 4개정도 펼쳐도 되는 넓은 방입니다.,2,0.597108006,-211.0020447,-9.519483566,,,,,,
7967,메일 주소에 가능한 특수문자가 궁금해,나보다 윗사람한테 메일을 작성할 땐 어떻게 해야하지?,0.7,0.440571129,-263.232605,-11.84952068,,,,,,
